CustomerID,FirstName,LastName,Email,Phone,City,State,ZipCode,PurchaseAmount,TransactionDate,ChannelCode,TerritoryName,StoreDivisionNumber,SuperChannelDesc
1075,Sandra,Jackson,sandra.jackson@hotmail.com,557-170-5002,San Francisco,CA,94101,375.83,2025-11-10,In-Store,Southwest,DIV005,B2B
1826,Brian,Adams,BrianAdamsaol.com,506-779-2697,New York,NY,10001,939.54,2025-10-11,In-Store,Midwest,DIV001,Retail
1288,Carol,Jackson,cjackson@yahoo.com,849-973-5325,Austin,TX,73301,510.35,2025-11-21,Wholesale,Pacific Northwest,DIV001,Retail
1283,Alice,Smith,asmith@yahoo.com,468-265-8239,Austin,TX,73301,556.16,2025-02-08,Distributor,West,DIV001,Retail
1707,Michael,Nelson,mnelson@hotmail.com,765-251-8041,Los Angeles,CA,90001,136.17,2025-04-18,Wholesale,Midwest,DIV001,B2B
1682,Patricia,Lee,plee@outlook.com,967-258-4878,Seattle,WA,98101,865.96,2025-06-20,In-Store,Southwest,DIV001,E-Commerce
1421,Sharon,Harris,sharris@yahoo.com,310-491-1634,Dallas,TX,75201,860.01,2025-06-06,In-Store,Southeast,DIV004,B2B
1892,Jennifer,White,jennifer.white@aol.com,608-436-5564,New York,NY,10001,865.71,2025-12-14,Wholesale,Midwest,DIV005,Direct
1549,Thomas,Johnson,thomas.johnson@hotmail.com,794-371-1626,Houston,TX,77001,117.32,2025-11-07,Distributor,Midwest,DIV003,Direct
1118,,Mitchell,lisa.mitchell@hotmail.com,925-546-1027,San Antonio,TX,78201,524.72,2025-08-09,Mobile App,Mid-Atlantic,DIV002,B2B
1680,Thomas,Turner,ThomasTurneraol.com,937-407-9308,Austin,TX,73301,316.19,2025-10-11,Distributor,Midwest,DIV004,B2B
1430,Sharon,Hall,shall@icloud.com,508-515-9977,Philadelphia,PA,19101,835.39,2025-10-24,Wholesale,Midwest,DIV002,Direct
1329,Mark,Torres,mark.torres@aol.com,723-584-3780,Charlotte,NC,28201,662.26,2025-02-17,Wholesale,West,DIV005,B2B
1769,Richard,Robinson,richard.robinson@yahoo.com,225-147-5011,San Diego,CA,92101,984.1,2025-08-01,Mobile App,Pacific Northwest,DIV001,Direct
1589,Elizabeth,Hall,elizabeth.hall@outlook.com,351-771-1090,Indianapolis,IN,46201,893.73,2025-04-01,Online,Pacific Northwest,DIV004,E-Commerce
1712,George,Nguyen,george.nguyen@icloud.com,324-567-3184,Los Angeles,CA,90001,803.4,2025-08-15,Mobile App,West,DIV005,B2B
1736,Helen,Scott,helen.scott@outlook.com,961-982-8777,Seattle,WA,98101,455.57,2025-09-06,In-Store,Pacific Northwest,DIV003,Partner
1281,Karen,Jones,karenjones@yahoo.com,543-427-9849,San Jose,CA,,89.77,2025-12-28,In-Store,Southeast,DIV004,E-Commerce
1424,Nancy,Lewis,nancylewis@outlook.com,263-311-7883,Seattle,WA,98101,395.58,2025-07-14,Mobile App,Mid-Atlantic,DIV001,Partner
1965,Dorothy,Robinson,drobinson@outlook.com,965-852-9947,Fort Worth,TX,76101,801.87,2025-08-12,In-Store,Southwest,DIV002,B2B
1398,Thomas,Allen,thomas.allen@outlook.com,837-646-1441,Philadelphia,PA,19101,907.86,2025-11-26,Mobile App,West,DIV001,Retail
1887,Mark,Anderson,markanderson@hotmail.com,535-316-8449,Los Angeles,CA,90001,333.58,2025-02-11,Distributor,Midwest,DIV004,B2B
1767,Sandra,Brown,sbrown@yahoo.com,270-899-1659,Jacksonville,FL,32099,0,2025-03-20,In-Store,Southeast,DIV001,Partner
1484,Sharon,,sharondavis@yahoo.com,916-362-7043,Denver,CO,80201,176.11,2025-06-09,Mobile App,Mid-Atlantic,DIV001,E-Commerce
1026,Joseph,Mitchell,jmitchell@outlook.com,403-177-4978,Fort Worth,TX,76101,110.88,2025-10-17,Wholesale,Pacific Northwest,DIV005,Retail
1355,Sandra,Scott,sscott@gmail.com,863-449-1207,Jacksonville,FL,32099,851.08,2025-11-22,Distributor,Northeast,DIV004,B2B
1470,Anthony,Moore,amoore@yahoo.com,734-766-5425,Columbus,OH,43085,619.75,2025-08-12,Mobile App,Pacific Northwest,DIV004,Direct
1606,Charles,Clark,charlesclark@gmail.com,000-000-0000,San Diego,CA,92101,574.15,2025-06-16,Distributor,Midwest,DIV001,Direct
1217,Dorothy,Martin,dmartin@hotmail.com,918-382-1166,Austin,TX,73301,521.46,2025-09-08,In-Store,Northeast,DIV002,Direct
1246,Michelle,Hill,michelle.hill@outlook.com,295-401-4630,Indianapolis,IN,46201,410.36,2025-08-31,In-Store,Midwest,DIV005,B2B
1352,Paul,Baker,pbaker@hotmail.com,664-377-6023,Austin,TX,73301,258.89,2025-03-03,Online,Mid-Atlantic,DIV002,B2B
1973,Sarah,Anderson,sanderson@yahoo.com,695-383-9595,San Antonio,TX,78201,600.82,2025-04-27,Online,Pacific Northwest,DIV002,B2B
1309,John,Nelson,john.nelson@hotmail.com,255-666-5786,Phoenix,AZ,85001,700.44,2025-01-07,In-Store,Mid-Atlantic,DIV004,Retail
1480,Betty,Torres,betty.torres@yahoo.com,458-982-8827,Austin,TX,73301,122.95,2025-10-23,Online,Southwest,DIV004,Retail
1054,Michael,Moore,michael.moore@hotmail.com,454-221-7818,Denver,CO,80201,610.25,2025-08-19,Mobile App,Southeast,DIV005,Direct
1304,Steven,,sscott@icloud.com,261-724-2625,San Jose,CA,95101,948.11,2025-12-05,In-Store,Mid-Atlantic,DIV002,B2B
1245,William,Baker,william.baker@yahoo.com,618-561-8699,Chicago,IL,60601,298.35,2025-02-06,In-Store,Midwest,DIV003,Direct
1946,Maria,Carter,maria.carter@outlook.com,757-330-3441,San Antonio,TX,78201,909.33,2025-06-07,In-Store,Northeast,DIV001,E-Commerce
1844,Donna,Young,donnayoung@gmail.com,905-411-7594,Charlotte,NC,28201,943.25,2025-02-11,Mobile App,West,DIV004,Direct
1910,Paul,Clark,paul.clark@hotmail.com,293-334-1339,Nashville,TN,37201,999.58,2025-08-29,Wholesale,West,DIV001,E-Commerce
1452,Charles,Anderson,canderson@outlook.com,703-193-8700,Denver,CO,80201,354.48,2025-06-18,Wholesale,Midwest,DIV001,E-Commerce
1507,Susan,Allen,susanallen@gmail.com,290-422-5135,Seattle,WA,98101,330.04,2025-12-03,Distributor,Pacific Northwest,DIV005,Retail
1473,Nancy,Brown,nancybrown@icloud.com,837-874-9167,San Antonio,TX,78201,629.15,2025-03-09,Online,Southeast,DIV003,Partner
1448,Michelle,,mflores@gmail.com,823-918-4920,Houston,TX,77001,712.68,2025-07-28,Wholesale,West,DIV001,Partner
1861,Robert,Nguyen,robert.nguyen@aol.com,710-833-5781,Houston,TX,77001,513.78,2025-05-05,Wholesale,Southwest,DIV004,Direct
1148,lisa,Thomas,lthomas@icloud.com,339-984-2143,Nashville,TN,37201,283.48,2025-01-02,Distributor,Midwest,DIV005,B2B
1305,Steven,Carter,stevencarter@yahoo.com,751-595-6654,Indianapolis,IN,46201,339.12,2025-04-07,Mobile App,Southwest,DIV004,B2B
1244,Donna,Hall,DonnaHalloutlook.com,525-862-8749,San Diego,CA,92101,708.18,2025-01-19,Distributor,Southwest,DIV002,Direct
1988,Steven,Lewis,steven.lewis@outlook.com,738-567-1251,Houston,TX,77001,725.22,2025-08-29,Distributor,Pacific Northwest,DIV002,Retail
1271,Thomas,Turner,thomas.turner@aol.com,536-972-9742,Fort Worth,TX,76101,386.21,2025-01-19,Wholesale,Mid-Atlantic,DIV004,Partner
1240,Ruth,Young,ruth.young@aol.com,644-200-2646,San Diego,ca,92101,449.24,2025-01-29,Wholesale,Northeast,DIV001,B2B
1383,Paul,Moore,paulmoore@icloud.com,779-798-3950,San Diego,CA,92101,0,2025-12-16,Online,West,DIV004,Partner
1934,Steven,Moore,smoore@outlook.com,460-570-5183,San Diego,CA,92101,670.17,2025-02-07,Distributor,Midwest,DIV005,E-Commerce
1353,Steven,Robinson,stevenrobinson@aol.com,667-965-5949,Columbus,OH,43085,207.22,2025-05-02,Distributor,Pacific Northwest,DIV004,Retail
1367,Donna,Young,dyoung@gmail.com,605-381-1132,San Jose,CA,95101,570.27,2025-04-28,Online,West,DIV004,B2B
1360,Jennifer,Thomas,jthomas@hotmail.com,973-838-3240,Nashville,TN,37201,631.97,2025-10-24,Online,Midwest,DIV004,Retail
1134,James,Young,jamesyoung@aol.com,379-305-3165,AUSTIN,TX,73301,788.65,2025-03-26,Wholesale,West,DIV005,B2B
1844,Betty,Young,bettyyoung@gmail.com,277-244-4696,Austin,TX,73301,861.54,2025-02-16,Distributor,Pacific Northwest,DIV005,B2B
1014,Maria,Nelson,marianelson@outlook.com,888-866-5295,Houston,TX,77001,588.71,2025-01-13,Wholesale,Northeast,DIV002,Direct
1430,Sharon,Hall,shall@icloud.com,508-515-9977,Philadelphia,PA,19101,835.39,2025-10-24,Wholesale,Midwest,DIV002,Direct
1311,Donald,Davis,ddavis@yahoo.com,338-497-8432,Houston,TX,77001,377.3,2025-08-01,Mobile App,Southwest,DIV005,E-Commerce
1853,Donald,Turner,donald.turner@hotmail.com,906-479-4559,Columbus,OH,43085,448.95,2025-12-18,In-Store,Pacific Northwest,DIV003,Retail
1923,Brian,Lee,brianlee@outlook.com,394-225-8450,Los Angeles,CA,90001,100.76,2025-01-26,In-Store,Mid-Atlantic,DIV005,Retail
1249,linda,Mitchell,lmitchell@gmail.com,412-700-4538,San Antonio,TX,78201,814.92,2025-01-02,In-Store,Midwest,DIV002,Partner
1352,Paul,Baker,pbaker@hotmail.com,664-377-6023,Austin,TX,73301,258.89,2025-03-03,Online,Mid-Atlantic,DIV002,B2B
1053,Linda,Wright,lwright@gmail.com,265-587-8344,San Francisco,CA,94101,0,2025-09-15,Mobile App,West,DIV001,Direct
1629,Alice,Adams,aadams@outlook.com,231-162-8847,San Jose,CA,95101,848.83,2025-12-31,Distributor,Mid-Atlantic,DIV001,Direct
1075,James,Clark,james.clark@yahoo.com,329-381-9984,Nashville,TN,37201,715.03,2025-08-21,Distributor,West,DIV005,B2B
1440,Patricia,Davis,patricia.davis@aol.com,640-562-4743,Seattle,WA,98101,419.68,2025-06-10,Distributor,Southwest,DIV004,Retail
1681,,Walker,mariawalker@aol.com,268-193-2398,Phoenix,AZ,85001,102.3,2025-10-12,Online,Mid-Atlantic,DIV003,E-Commerce
1979,Kenneth,,kenneth.baker@aol.com,620-462-7929,Austin,TX,73301,869.41,2025-06-30,Online,Midwest,DIV005,B2B
1519,David,Moore,david.moore@yahoo.com,558-965-7022,Indianapolis,IN,46201,123.74,2025-10-15,Wholesale,West,DIV002,Direct
1973,Sarah,Anderson,sanderson@yahoo.com,695-383-9595,San Antonio,TX,78201,600.82,2025-04-27,Online,Pacific Northwest,DIV002,B2B
1579,Sharon,Allen,SharonAllenyahoo.com,848-131-2503,Chicago,IL,60601,748.65,2025-06-24,In-Store,Southwest,DIV004,Direct
1319,Laura,Clark,laura.clark@icloud.com,253-259-3579,Denver,CO,80201,756.89,2025-08-15,Online,Mid-Atlantic,DIV001,B2B
1497,Carol,Torres,carol.torres@hotmail.com,973-624-2864,Columbus,OH,43085,351.72,2025-09-27,Online,Midwest,DIV005,Direct
1046,Jennifer,Allen,jennifer.allen@gmail.com,409-408-4460,Nashville,TN,37201,769.68,2025-01-04,Wholesale,Midwest,DIV003,Retail
1440,William,Wilson,wwilson@icloud.com,435-612-6802,Fort Worth,TX,76101,81.35,2025-02-09,Online,Southwest,DIV001,Direct
1589,Paul,Mitchell,pmitchell@aol.com,627-396-2887,Fort Worth,TX,76101,410.98,2025-12-20,Wholesale,Southeast,DIV005,Direct
1090,Paul,Miller,pmiller@outlook.com,610-636-2288,San Diego,CA,92101,401.81,2025-06-20,Wholesale,Mid-Atlantic,DIV003,E-Commerce
1078,Helen,Davis,helen.davis@icloud.com,994-457-6752,San Francisco,CA,,730.11,2025-05-12,In-Store,Southeast,DIV001,E-Commerce
1616,Michael,Jones,michaeljones@aol.com,675-872-8354,Philadelphia,PA,19101,684.32,2025-11-18,Mobile App,Mid-Atlantic,DIV005,B2B
1450,,Hill,maryhill@aol.com,481-705-1920,Charlotte,NC,28201,358.42,2025-01-20,Online,Midwest,DIV004,Direct
1851,Susan,Jones,sjones@icloud.com,719-493-8581,Chicago,IL,60601,584.53,2025-06-14,Online,Southwest,DIV005,E-Commerce
1513,Michael,Brown,michaelbrown@gmail.com,931-186-9266,Charlotte,NC,28201,649.67,2025-09-26,Online,Southeast,DIV004,Direct
1162,Christopher,Walker,christopherwalker@outlook.com,993-446-1857,San Jose,CA,95101,791.33,2025-10-13,Wholesale,Northeast,DIV003,Retail
1290,Maria,Roberts,maria.roberts@hotmail.com,796-779-3317,Phoenix,AZ,85001,917.58,2025-11-01,Wholesale,Mid-Atlantic,DIV004,E-Commerce
1086,Joseph,Baker,josephbaker@aol.com,330-786-9624,Fort Worth,tx,76101,102.52,2025-07-05,Distributor,West,DIV003,Retail
1973,David,Lewis,david.lewis@yahoo.com,340-258-2264,Indianapolis,IN,46201,302.83,2025-01-20,Online,West,DIV005,Partner
1897,Jason,Turner,jasonturner@icloud.com,357-266-3962,Phoenix,AZ,85001,833.03,2025-01-23,Mobile App,Pacific Northwest,DIV002,Direct
1692,Laura,Harris,lauraharris@icloud.com,970-866-8355,Charlotte,NC,28201,241.66,2025-07-08,In-Store,Midwest,DIV004,E-Commerce
1584,Karen,Nguyen,knguyen@outlook.com,740-528-3655,San Jose,CA,95101,818.72,2025-11-25,Mobile App,Southeast,DIV003,Retail
1380,Kenneth,Miller,kennethmiller@gmail.com,285-881-3626,San Francisco,CA,94101,280.06,2025-04-24,Mobile App,Southeast,DIV004,Retail
1905,Dorothy,Johnson,dorothyjohnson@gmail.com,714-482-4862,Columbus,OH,43085,392.3,2025-06-13,Online,Midwest,DIV002,Retail
1271,Thomas,Turner,thomas.turner@aol.com,536-972-9742,Fort Worth,TX,76101,386.21,2025-01-19,Wholesale,Mid-Atlantic,DIV004,Partner
1019,Maria,Jackson,mjackson@icloud.com,823-640-7934,Phoenix,AZ,85001,0,2025-01-25,Wholesale,Southeast,DIV003,Retail
1440,Patricia,Davis,patricia.davis@aol.com,640-562-4743,Seattle,WA,98101,419.68,2025-06-10,Distributor,Southwest,DIV004,Retail
1440,William,Wilson,wwilson@icloud.com,435-612-6802,Fort Worth,TX,76101,81.35,2025-02-09,Online,Southwest,DIV001,Direct
1450,,Hill,maryhill@aol.com,481-705-1920,Charlotte,NC,28201,358.42,2025-01-20,Online,Midwest,DIV004,Direct
1346,Brian,Anderson,briananderson@aol.com,846-286-3209,Charlotte,NC,28201,72.47,2025-01-23,Distributor,Northeast,DIV003,E-Commerce
1907,Alice,Clark,aliceclark@icloud.com,756-584-5150,San Jose,CA,95101,46.25,2025-12-02,In-Store,Midwest,DIV003,Retail
1127,Christopher,Scott,christopherscott@aol.com,595-447-4060,Fort Worth,TX,76101,501.24,2025-02-12,Distributor,Midwest,DIV005,B2B
1080,Paul,Roberts,paulroberts@icloud.com,000-000-0000,Philadelphia,PA,19101,334.64,2025-08-07,Wholesale,Midwest,DIV004,Partner
1454,Dorothy,Torres,dorothytorres@aol.com,829-545-5498,Los Angeles,CA,90001,643.07,2025-09-20,Online,Northeast,DIV004,B2B
1695,Barbara,Johnson,bjohnson@icloud.com,648-135-3068,Phoenix,AZ,85001,76.56,2025-01-17,Wholesale,Midwest,DIV004,Partner
1629,Alice,Adams,aadams@outlook.com,231-162-8847,San Jose,CA,95101,848.83,2025-12-31,Distributor,Mid-Atlantic,DIV001,Direct
1511,George,Hall,GeorgeHallgmail.com,993-366-8311,Seattle,WA,98101,222.42,2025-03-04,Mobile App,Midwest,DIV004,E-Commerce
1075,Karen,Anderson,kanderson@gmail.com,527-783-6692,Charlotte,NC,28201,712.45,2025-03-22,Mobile App,West,DIV003,B2B
1949,Michelle,Anderson,michelle.anderson@icloud.com,324-305-3275,Jacksonville,FL,32099,244.37,2025-10-21,Distributor,Northeast,DIV003,Partner
1822,Kenneth,Wilson,kenneth.wilson@gmail.com,516-507-8842,Nashville,TN,37201,530.44,2025-03-06,Distributor,Pacific Northwest,DIV005,Retail
1657,Mary,Torres,mtorres@aol.com,552-231-3981,Charlotte,NC,28201,770.1,2025-03-05,In-Store,Southwest,DIV005,Retail
1311,Barbara,Taylor,barbara.taylor@aol.com,554-631-5653,Austin,TX,73301,847.47,2025-03-06,Wholesale,Southeast,DIV005,B2B
1249,linda,Mitchell,lmitchell@gmail.com,412-700-4538,San Antonio,TX,78201,814.92,2025-01-02,In-Store,Midwest,DIV002,Partner
1083,Alice,Mitchell,alice.mitchell@aol.com,985-685-7825,Dallas,TX,75201,621.93,2025-11-25,Online,Southwest,DIV005,B2B
1494,Richard,Allen,RichardAllenoutlook.com,905-161-3589,San Jose,CA,95101,445.21,2025-11-07,Distributor,Southwest,DIV002,B2B
1882,Anthony,Clark,anthony.clark@outlook.com,978-479-9437,Jacksonville,FL,32099,566.03,2025-05-17,Wholesale,Southeast,DIV004,Retail
1144,Patricia,Brown,pbrown@outlook.com,628-354-3616,San Jose,CA,95101,815.34,2025-03-23,Mobile App,Mid-Atlantic,DIV003,E-Commerce
1527,,Flores,mark.flores@outlook.com,292-502-9281,San Jose,CA,95101,462.66,2025-01-25,In-Store,Southeast,DIV005,B2B
1506,Carol,Hill,carol.hill@icloud.com,310-541-3194,San Jose,CA,95101,883.63,2025-01-24,Wholesale,Pacific Northwest,DIV004,B2B
1583,Kenneth,Thomas,KennethThomasicloud.com,275-495-9261,Jacksonville,FL,32099,455.85,2025-03-02,Mobile App,Midwest,DIV005,Partner
1099,Daniel,Walker,DanielWalkericloud.com,973-247-4261,Austin,TX,73301,606.44,2025-01-20,Distributor,West,DIV001,Retail
1341,Betty,Adams,badams@yahoo.com,727-243-6373,Charlotte,NC,28201,932.06,2025-06-03,Wholesale,Southeast,DIV004,Partner
1519,Helen,Nelson,hnelson@aol.com,506-586-1272,Indianapolis,IN,46201,374.67,2025-12-19,Online,Southwest,DIV005,B2B
1611,Betty,Martin,betty.martin@icloud.com,938-152-8871,Denver,CO,80201,0,2025-12-15,Mobile App,Pacific Northwest,DIV004,E-Commerce
1586,Michelle,Davis,michelledavis@gmail.com,521-528-3481,San Antonio,TX,78201,418.83,2025-08-30,In-Store,Southwest,DIV005,Partner
1753,Laura,Brown,laura.brown@icloud.com,774-432-8837,Phoenix,AZ,85001,530.22,2025-06-25,Wholesale,Southeast,DIV004,Partner
1692,Jason,Martin,jason.martin@outlook.com,452-385-5890,Nashville,TN,37201,232.62,2025-12-20,Wholesale,Pacific Northwest,DIV003,E-Commerce
1519,Helen,Nelson,hnelson@aol.com,506-586-1272,Indianapolis,IN,46201,374.67,2025-12-19,Online,Southwest,DIV005,B2B
1080,Dorothy,Torres,dorothytorres@aol.com,419-306-9824,Dallas,TX,75201,278.42,2025-02-25,Mobile App,Mid-Atlantic,DIV003,E-Commerce
1600,Richard,Harris,rharris@aol.com,431-753-4814,Los Angeles,CA,90001,61.97,2025-12-15,Distributor,Midwest,DIV004,Retail
1005,Kenneth,Taylor,kennethtaylor@aol.com,688-766-4267,Columbus,OH,43085,758.35,2025-02-15,Wholesale,Midwest,DIV003,Retail
1237,Sandra,Williams,sandra.williams@outlook.com,237-956-7504,Philadelphia,pa,19101,790.08,2025-01-05,In-Store,Mid-Atlantic,DIV003,Retail
1617,Patricia,Lewis,plewis@outlook.com,756-636-9092,San Jose,CA,,890.37,2025-05-20,In-Store,Pacific Northwest,DIV005,Direct
1115,Thomas,Taylor,thomastaylor@aol.com,935-290-1230,Charlotte,NC,28201,739.25,2025-11-09,Wholesale,West,DIV002,E-Commerce
1918,Daniel,Scott,daniel.scott@hotmail.com,610-785-2562,SAN FRANCISCO,CA,94101,192.93,2025-01-04,In-Store,Southwest,DIV003,E-Commerce
1241,Karen,,kthompson@hotmail.com,940-686-1187,Austin,TX,73301,268.94,2025-12-08,Wholesale,Mid-Atlantic,DIV002,Retail
1314,Barbara,Allen,barbaraallen@aol.com,906-220-5833,San Francisco,CA,94101,373.87,2025-03-20,In-Store,Southeast,DIV002,Direct
1620,Christopher,Wright,cwright@outlook.com,880-945-4578,Seattle,WA,98101,764.24,2025-08-17,Mobile App,Pacific Northwest,DIV001,Partner
1370,Mary,Mitchell,mmitchell@gmail.com,717-307-9792,Houston,TX,77001,158.35,2025-03-01,Wholesale,Pacific Northwest,DIV005,Direct
1734,Steven,Flores,stevenflores@icloud.com,256-564-3161,Chicago,IL,60601,518.12,2025-08-25,Distributor,West,DIV001,Partner
1315,Laura,Johnson,laura.johnson@hotmail.com,963-323-2196,Fort Worth,TX,76101,54.84,2025-01-31,Wholesale,Mid-Atlantic,DIV001,Partner
1070,Betty,Williams,betty.williams@outlook.com,987-238-7887,San Jose,CA,95101,380.72,2025-02-11,Distributor,Southwest,DIV004,Direct
1677,Sandra,Wilson,sandra.wilson@gmail.com,750-502-9664,Jacksonville,FL,32099,136.07,2025-06-02,In-Store,Pacific Northwest,DIV001,Retail
1736,Sandra,Scott,sandra.scott@outlook.com,453-571-6671,Seattle,WA,98101,163.57,2025-12-05,In-Store,Mid-Atlantic,DIV001,Retail
1784,Jane,Harris,jane.harris@gmail.com,808-134-8314,San Antonio,TX,78201,0,2025-08-13,Online,Southeast,DIV001,Direct
1222,Sarah,Brown,sarahbrown@icloud.com,439-935-6224,Phoenix,AZ,85001,581.7,2025-12-05,Wholesale,Southeast,DIV003,E-Commerce
1423,Joseph,Thompson,jthompson@icloud.com,952-279-7999,Los Angeles,CA,90001,560.29,2025-06-13,Online,Midwest,DIV004,Partner
1418,Michael,Robinson,mrobinson@yahoo.com,684-346-4692,Fort Worth,TX,76101,307.73,2025-10-15,In-Store,Pacific Northwest,DIV004,Retail
1426,Kenneth,Adams,kenneth.adams@outlook.com,461-308-6411,Phoenix,AZ,85001,650.24,2025-10-02,Distributor,Pacific Northwest,DIV003,Retail
1195,Bob,Thompson,bthompson@aol.com,817-140-2192,Fort Worth,TX,,196.28,2025-09-03,Mobile App,Mid-Atlantic,DIV005,E-Commerce
1928,Thomas,Robinson,thomas.robinson@yahoo.com,959-220-8846,New York,NY,10001,915.3,2025-05-03,Mobile App,Mid-Atlantic,DIV002,Direct
1794,Susan,Hall,shall@icloud.com,567-415-5285,Charlotte,NC,28201,366.05,2025-06-13,Distributor,Southwest,DIV001,Direct
1379,Margaret,Wright,margaret.wright@icloud.com,959-249-1265,Los Angeles,CA,,268.17,2025-03-20,Mobile App,West,DIV004,B2B
1235,Lisa,Mitchell,lmitchell@outlook.com,870-801-6530,San Diego,CA,92101,264.75,2025-03-28,Distributor,Mid-Atlantic,DIV004,Direct
1360,Barbara,Wilson,BarbaraWilsonoutlook.com,755-757-1962,Seattle,WA,98101,528.7,2025-07-31,Online,Pacific Northwest,DIV001,Retail
1645,Jennifer,Jones,jennifer.jones@gmail.com,717-566-7114,Phoenix,AZ,85001,69.85,2025-01-04,Mobile App,Southwest,DIV004,Retail
1421,John,Johnson,johnjohnson@aol.com,748-393-1280,San Francisco,CA,94101,507.19,2025-02-19,Distributor,Pacific Northwest,DIV002,Retail
1246,Elizabeth,Turner,elizabethturner@hotmail.com,473-914-7502,San Francisco,CA,94101,0,2025-12-23,Distributor,Southwest,DIV005,E-Commerce
1700,James,Williams,jameswilliams@outlook.com,586-665-8798,Chicago,IL,60601,65.55,2025-09-13,Online,Mid-Atlantic,DIV002,Retail
1660,Thomas,Mitchell,thomas.mitchell@icloud.com,435-316-8790,Houston,TX,77001,278.38,2025-10-16,Online,Mid-Atlantic,DIV003,Partner
1183,Margaret,Johnson,margaret.johnson@icloud.com,970-940-7525,San Antonio,TX,78201,929.59,2025-10-18,Wholesale,Southeast,DIV005,E-Commerce
1398,Ronald,Nelson,rnelson@outlook.com,343-909-2284,Austin,TX,73301,505.78,2025-04-29,Wholesale,Northeast,DIV001,Direct
1348,Carol,Turner,carolturner@outlook.com,230-749-5478,Nashville,TN,37201,785.71,2025-10-11,Distributor,Southwest,DIV002,B2B
1442,William,Carter,wcarter@gmail.com,502-917-5037,Fort Worth,TX,76101,715.98,2025-12-31,Online,Midwest,DIV002,Direct
1157,Kevin,Hall,kevin.hall@hotmail.com,293-105-6050,Austin,TX,73301,450.29,2025-04-06,Wholesale,Northeast,DIV002,Retail
1570,Kenneth,Green,kenneth.green@gmail.com,291-462-2524,Columbus,OH,43085,600.96,2025-05-30,Wholesale,Pacific Northwest,DIV004,Retail
